case,problem,cores,single_makespan,makespan,pick_makespan,speedup,added_copy_bytes,spill_added_copy_bytes,cache_hit_rate,subgraphs,predicted,params,eval_file,solve_seconds,eval_seconds
case_033,2,4,1774196,448149,448149,3.9589,6268512,1100800,,231,449395.2372050003,"('B', 0.1, 16, 8.0, None, 'mc')",results_all/eval/case_033_p2_n4.json,4.6,2.3
case_033,2,5,1774196,359561,359561,4.9343,8659072,355840,,435,358031.2256787057,"('B', 0.1, 16, 8.0, None, 'mc')",results_all/eval/case_033_p2_n5.json,4.7,3.1
case_033,3,1,1774196,1774080,1774080,1.0,4592640,4592640,0.09627692445862406,1,1739467.8460539044,single,results_all/eval/case_033_p3_n1.json,5.3,2.0
case_033,3,2,1774196,888501,892495,1.9968,6334496,3757056,0.2827988833458853,135,892961.1388854786,p2_plan,results_all/eval/case_033_p3_n2.json,4.5,5.7
case_033,3,3,1774196,587956,587956,3.0176,6118976,2228736,0.2877857038870287,168,596606.7350407045,"('C', 0.25, 16, 8.0, None, 'mc')",results_all/eval/case_033_p3_n3.json,5.7,2.8
case_033,3,4,1774196,447642,447642,3.9634,6268512,1100800,0.23740270906089964,231,449395.2372050003,p2_plan,results_all/eval/case_033_p3_n4.json,5.9,2.5
case_033,3,5,1774196,355921,355921,4.9848,9280128,263680,0.3380774902030951,432,355170.79533039255,"('C', 0.25, 16, 8.0, None, 'mc')",results_all/eval/case_033_p3_n5.json,5.3,2.9
case_034,1,1,842996,842996,842996,1.0,1079832,1079832,,1,773512.5740254462,"('A', 0.25, 16, 2.0)",results/single/case_034_single.json,5.4,0.0
case_034,1,2,842996,420282,420282,2.0058,1577472,514048,,2,395219.4988116384,"('A', 1.0, 64, 8.0)",results_all/eval/case_034_p1_n2.json,4.8,12.8
case_034,1,3,842996,278959,278959,3.0219,1788928,134144,,3,267489.8148808716,"('A', 1.0, 64, 8.0)",results_all/eval/case_034_p1_n3.json,5.5,10.3
case_034,1,4,842996,216666,216666,3.8908,2405888,57344,,4,203511.01197877515,"('A', 0.25, 16, 4.0)",results_all/eval/case_034_p1_n4.json,5.9,9.9
case_034,1,5,842996,176193,176193,4.7845,3129344,32768,,5,165844.82434371952,"('A', 0.25, 16, 2.0)",results_all/eval/case_034_p1_n5.json,6.1,9.6
case_034,2,1,842996,835679,835679,1.0,110080,110080,,44,772059.3940347378,"('B', 0.1, 16, 8.0)",results_all/eval/case_034_p2_n1.json,4.2,2.7
case_034,2,2,842996,411960,411960,2.0463,1063424,0,,99,393539.76666666666,"('B', 0.1, 16, 8.0)",results_all/eval/case_034_p2_n2.json,4.2,2.6
case_034,2,3,842996,274321,274321,3.073,2138112,0,,111,266572.8333333334,"('B', 0.1, 16, 1.0)",results_all/eval/case_034_p2_n3.json,4.7,2.3
case_034,2,4,842996,208010,208010,4.0527,2348544,0,,147,203069.90000000002,"('B', 1.0, 16, 4.0)",results_all/eval/case_034_p2_n4.json,4.8,2.4
case_034,2,5,842996,172857,172857,4.8768,3391488,0,,148,165487.76666666666,"('B', 0.1, 16, 1.0)",results_all/eval/case_034_p2_n5.json,4.6,2.7
case_034,3,1,842996,835575,835575,1.0,110080,110080,0.04605734407112111,44,772059.3940347378,"('C', 0.1, 64, 4.0)",results_all/eval/case_034_p3_n1.json,5.2,2.7
case_034,3,2,842996,411960,411960,2.0463,1198592,0,0.3445639825031852,99,393539.76666666666,"('C', 0.1, 64, 4.0)",results_all/eval/case_034_p3_n2.json,5.3,2.3
case_034,3,3,842996,274321,274321,3.073,2211840,0,0.4896790257142755,111,266555.8333333334,"('C', 0.1, 64, 4.0)",results_all/eval/case_034_p3_n3.json,5.2,2.4
case_034,3,4,842996,207418,207418,4.0642,2348544,0,0.5051938758931566,147,203069.90000000002,p2_plan,results_all/eval/case_034_p3_n4.json,5.2,2.3
case_034,3,5,842996,169816,169816,4.9642,3360768,0,0.5689340712018539,148,165487.76666666666,"('C', 0.1, 64, 4.0)",results_all/eval/case_034_p3_n5.json,5.2,2.4
case_035,1,1,169571,169571,169571,1.0,0,0,,1,169725.99999999997,single,results/single/case_035_single.json,5.7,0.0
case_035,1,2,169571,95406,95406,1.7774,0,0,,2,95386.2,"('A', inf, 16, 0.0)",results_all/eval/case_035_p1_n2.json,5.8,8.3
case_035,1,3,169571,91379,91379,1.8557,771360,0,,76,86953.3,"('A', 0.25, 16, 1.0)",results_all/eval/case_035_p1_n3.json,5.7,3.6
case_035,1,4,169571,87296,87296,1.9425,914140,0,,116,82758.20000000001,"('A', 1.0, 16, 2.0)",results_all/eval/case_035_p1_n4.json,6.5,4.2
case_035,1,5,169571,82227,82227,2.0622,2119226,0,,210,76390.53333333337,"('A', 0.25, 16, 2.0, None, 'blc')",results_all/eval/case_035_p1_n5.json,7.4,5.1
case_035,2,1,169571,169571,169571,1.0,0,0,,1,169725.99999999997,single,results_all/eval/case_035_p2_n1.json,4.8,2.0
case_035,2,2,169571,98438,98438,1.7226,406506,0,,443,89090.43333333333,"('B', 0.1, 16, 8.0, None, 'blc')",results_all/eval/case_035_p2_n2.json,5.7,2.7
case_035,2,3,169571,98438,105307,1.7226,406506,0,,443,89090.43333333333,prev_n2,results_all/eval/case_035_p2_n3.json,5.4,5.3
case_035,2,4,169571,96489,96489,1.7574,1114866,0,,620,58356.46666666665,"('B', 1.0, 64, 0.0)",results_all/eval/case_035_p2_n4.json,6.1,2.3
case_035,2,5,169571,91346,91346,1.8564,1093592,0,,625,52098.83333333337,"('B', 1.0, 64, 0.0)",results_all/eval/case_035_p2_n5.json,6.5,2.9
case_035,3,1,169571,169571,169571,1.0,0,0,0.0,1,169725.99999999997,single,results_all/eval/case_035_p3_n1.json,5.8,2.4
case_035,3,2,169571,98422,98422,1.7229,406506,0,0.044225523774763,443,89090.43333333333,p2_plan,results_all/eval/case_035_p3_n2.json,5.8,2.6
case_035,3,3,169571,98422,105415,1.7229,406506,0,0.044225523774763,443,89090.43333333333,prev_n2,results_all/eval/case_035_p3_n3.json,6.3,5.5
case_035,3,4,169571,96355,96355,1.7599,1114866,0,0.14063518844548775,620,58356.46666666665,p2_plan,results_all/eval/case_035_p3_n4.json,6.7,2.6
case_035,3,5,169571,88682,88682,1.9121,922584,0,0.1511029801078309,609,51363.75866666667,"('C', 1.0, 16, 1.0)",results_all/eval/case_035_p3_n5.json,7.1,2.5
case_036,1,1,931510,931510,931510,1.0,0,0,,1,931507.7333333334,"('A', 0.25, 16, 2.0)",results/single/case_036_single.json,4.2,0.0
case_036,1,2,931510,466068,466068,1.9987,1152,0,,2,465995.2,"('A', 0.25, 16, 2.0)",results_all/eval/case_036_p1_n2.json,4.0,3.9
case_036,1,3,931510,311345,311345,2.9919,2304,0,,3,311183.2,"('A', 0.25, 16, 2.0)",results_all/eval/case_036_p1_n3.json,4.3,2.9
case_036,1,4,931510,233584,233584,3.9879,3456,0,,4,233370.13333333333,"('A', 0.25, 16, 2.0)",results_all/eval/case_036_p1_n4.json,4.0,2.8
case_036,1,5,931510,187182,187182,4.9765,4608,0,,5,186897.59999999998,"('A', 0.25, 16, 2.0)",results_all/eval/case_036_p1_n5.json,4.5,2.3
case_036,2,1,931510,931510,931510,1.0,0,0,,40,931507.7333333334,"('B', 0.1, 16, 8.0)",results_all/eval/case_036_p2_n1.json,3.7,2.0
case_036,2,2,931510,466068,466068,1.9987,1152,0,,80,465995.2,"('B', 0.1, 16, 8.0)",results_all/eval/case_036_p2_n2.json,3.1,2.3
case_036,2,3,931510,311345,311345,2.9919,2304,0,,135,311183.2,"('B', 0.1, 16, 8.0)",results_all/eval/case_036_p2_n3.json,3.1,1.7
case_036,2,4,931510,233584,233584,3.9879,3456,0,,160,233370.13333333333,"('B', 0.1, 16, 8.0)",results_all/eval/case_036_p2_n4.json,3.5,1.6
case_036,2,5,931510,187182,187182,4.9765,4608,0,,200,186897.59999999998,"('B', 0.1, 16, 8.0)",results_all/eval/case_036_p2_n5.json,3.1,1.5
case_036,3,1,931510,931510,931510,1.0,0,0,0.0,40,931507.7333333334,"('C', 0.1, 64, 4.0)",results_all/eval/case_036_p3_n1.json,3.7,2.1
case_036,3,2,931510,466068,466068,1.9987,1152,0,0.0,80,465995.2,"('C', 0.1, 64, 4.0)",results_all/eval/case_036_p3_n2.json,3.9,1.7
case_036,3,3,931510,311345,311345,2.9919,2304,0,0.0,135,311183.2,"('C', 0.1, 64, 4.0)",results_all/eval/case_036_p3_n3.json,3.8,1.7
case_036,3,4,931510,233584,233584,3.9879,3456,0,0.0,160,233370.13333333333,"('C', 0.1, 64, 4.0)",results_all/eval/case_036_p3_n4.json,4.0,1.6
case_036,3,5,931510,187182,187182,4.9765,4608,0,0.0,200,186897.59999999998,"('C', 0.1, 64, 4.0)",results_all/eval/case_036_p3_n5.json,4.1,1.6
case_037,1,1,210001,210001,210001,1.0,0,0,,1,209998.66666666666,"('A', 0.25, 16, 2.0)",results/single/case_037_single.json,2.1,0.0
case_037,1,2,210001,105374,105374,1.9929,204800,0,,2,107246.66666666666,"('A', 0.25, 16, 2.0)",results_all/eval/case_037_p1_n2.json,1.6,0.6
case_037,1,3,210001,74038,74038,2.8364,901120,0,,3,75806.66666666666,"('A', 0.25, 16, 2.0)",results_all/eval/case_037_p1_n3.json,2.8,0.8
case_037,1,4,210001,53320,53320,3.9385,614400,0,,4,58942.66666666667,"('A', 0.25, 16, 2.0)",results_all/eval/case_037_p1_n4.json,1.8,0.8
case_037,1,5,210001,43800,43800,4.7945,1925120,0,,5,50746.400000000285,"('A', 0.25, 16, 1.0)",results_all/eval/case_037_p1_n5.json,2.2,0.7
case_037,2,1,210001,210001,210001,1.0,0,0,,20,209998.66666666666,"('B', 0.1, 16, 8.0)",results_all/eval/case_037_p2_n1.json,1.2,0.5
case_037,2,2,210001,105374,105374,1.9929,204800,0,,20,107246.66666666666,"('B', 0.1, 16, 8.0)",results_all/eval/case_037_p2_n2.json,1.1,0.5
case_037,2,3,210001,80110,80110,2.6214,2275328,0,,281,71144.53333333333,"('B', 0.1, 64, 2.0)",results_all/eval/case_037_p2_n3.json,1.9,0.7
case_037,2,4,210001,53748,53748,3.9071,2088960,0,,300,53105.86666666667,"('B', 0.1, 16, 8.0)",results_all/eval/case_037_p2_n4.json,1.5,0.8
case_037,2,5,210001,46470,46470,4.5191,1310720,0,,320,45650.666666666664,"('B', 0.1, 64, 8.0)",results_all/eval/case_037_p2_n5.json,2.2,0.5
case_037,3,1,210001,210001,210001,1.0,0,0,0.0,20,209998.66666666666,"('C', 0.1, 64, 4.0)",results_all/eval/case_037_p3_n1.json,1.2,0.7
case_037,3,2,210001,105374,105374,1.9929,204800,0,0.0,20,107246.66666666666,"('C', 0.1, 64, 4.0)",results_all/eval/case_037_p3_n2.json,1.2,0.4
case_037,3,3,210001,79860,79860,2.6296,2543616,0,0.3352165725047081,281,71144.53333333333,"('C', 0.1, 64, 4.0)",results_all/eval/case_037_p3_n3.json,1.7,0.9
case_037,3,4,210001,53477,53477,3.9269,2088960,0,0.0425,300,53105.86666666667,"('C', 0.1, 16, 1.0)",results_all/eval/case_037_p3_n4.json,1.6,0.7
case_037,3,5,210001,46470,46470,4.5191,1310720,0,0.0,320,45650.666666666664,"('C', 0.1, 64, 4.0)",results_all/eval/case_037_p3_n5.json,3.2,0.6
case_038,1,1,1364555,1364555,1364555,1.0,5627904,5627904,,1,1342482.8084681665,single,results/single/case_038_single.json,8.9,0.0
case_038,1,2,1364555,677988,677988,2.0127,6995456,177152,,8,676397.702026184,"('A', 0.1, 16, 2.0, 4)",results_all/eval/case_038_p1_n2.json,8.7,9.1
case_038,1,3,1364555,458697,458697,2.9749,8601600,0,,12,454874.8666666671,"('A', 0.1, 16, 2.0, 4, 'mc')",results_all/eval/case_038_p1_n3.json,9.1,9.6
case_038,1,4,1364555,345087,345087,3.9542,9936384,0,,16,344726.2,"('A', 0.1, 16, 2.0, 4)",results_all/eval/case_038_p1_n4.json,9.7,9.3
case_038,1,5,1364555,291107,291107,4.6875,10664448,0,,23,277194.2,"('A', 0.1, 16, 2.0, 4, 'mc')",results_all/eval/case_038_p1_n5.json,10.2,11.5
case_038,2,1,1364555,1364555,1364555,1.0,5627904,5627904,,1,1342482.8084681665,single,results_all/eval/case_038_p2_n1.json,7.6,3.9
case_038,2,2,1364555,680831,680831,2.0042,3396096,1580544,,108,679162.0403774922,"('B', 0.1, 16, 8.0)",results_all/eval/case_038_p2_n2.json,7.3,4.4
case_038,2,3,1364555,458154,458154,2.9784,4154880,724992,,112,456498.0261720742,"('B', 0.1, 16, 8.0, None, 'mc')",results_all/eval/case_038_p2_n3.json,7.5,4.3
case_038,2,4,1364555,347119,347119,3.9311,5898240,365568,,114,344953.31455578544,"('B', 0.1, 64, 2.0, None, 'blc')",results_all/eval/case_038_p2_n4.json,7.7,4.3
case_038,2,5,1364555,280342,280342,4.8675,4903936,0,,118,275717.7,"('B', 0.1, 16, 8.0, None, 'mc')",results_all/eval/case_038_p2_n5.json,8.6,4.8
case_038,3,1,1364555,1363312,1363312,1.0,5627904,5627904,0.1736168151396097,1,1342482.8084681665,single,results_all/eval/case_038_p3_n1.json,9.0,4.3
case_038,3,2,1364555,680106,680106,2.0064,3396096,1580544,0.4218006584820022,108,679162.0403774922,p2_plan,results_all/eval/case_038_p3_n2.json,9.0,5.2
case_038,3,3,1364555,454300,454300,3.0036,4932096,967680,0.5623874505248232,111,455665.55098817375,"('C', 0.25, 16, 8.0, None, 'mc')",results_all/eval/case_038_p3_n3.json,9.3,4.7
case_038,3,4,1364555,345253,345253,3.9523,5383680,430080,0.5518054981874954,114,343273.17557303485,"('C', 0.25, 16, 8.0, None, 'mc')",results_all/eval/case_038_p3_n4.json,8.2,4.4
case_038,3,5,1364555,278389,278389,4.9016,7165952,32768,0.6363209402619839,115,275406.1620288935,"('C', 0.1, 64, 2.0)",results_all/eval/case_038_p3_n5.json,9.6,4.8
case_039,1,1,1435262,1384626,1384626,1.0,13541376,0,,14,1384598.9333333338,"('A', 0.25, 16, 2.0, 16)",results_all/eval/case_039_p1_n1.json,7.9,4.8
case_039,1,2,1435262,694188,694188,2.0675,15097856,0,,14,700100.1333333352,"('A', 0.1, 16, 2.0, 8)",results_all/eval/case_039_p1_n2.json,8.1,5.4
case_039,1,3,1435262,487139,487139,2.9463,18608128,16384,,14,482419.72008880554,"('A', 0.1, 16, 2.0, 4, 'mc')",results_all/eval/case_039_p1_n3.json,8.9,11.0
case_039,1,4,1435262,415119,415119,3.4575,16588800,712704,,16,402835.7781133351,"('A', 0.1, 16, 2.0, 4)",results_all/eval/case_039_p1_n4.json,9.4,9.2
case_039,1,5,1435262,358418,358418,4.0044,15003648,1617920,,5,349097.2000000006,"('A', 0.25, 16, 2.0)",results_all/eval/case_039_p1_n5.json,10.5,24.2
case_039,2,1,1435262,1435262,1435262,1.0,7929856,7929856,,70,1402084.7662004754,"('B', 0.1, 16, 8.0)",results_all/eval/case_039_p2_n1.json,7.0,5.0
case_039,2,2,1435262,704811,704811,2.0364,9805824,5914624,,70,737538.2136128469,"('B', 0.1, 64, 2.0)",results_all/eval/case_039_p2_n2.json,7.1,4.0
case_039,2,3,1435262,500091,500091,2.87,11890688,2600960,,862,498149.72318621847,"('B', 0.1, 16, 8.0, None, 'mc')",results_all/eval/case_039_p2_n3.json,8.2,5.4
case_039,2,4,1435262,379385,379385,3.7831,12075008,1728512,,921,379180.56476430397,"('B', 0.1, 16, 8.0, None, 'mc')",results_all/eval/case_039_p2_n4.json,9.1,4.6
case_039,2,5,1435262,342208,342208,4.1941,13037568,917504,,1019,315903.3876311088,"('B', 0.1, 16, 8.0, None, 'mc')",results_all/eval/case_039_p2_n5.json,10.0,4.9
case_039,3,1,1435262,1435262,1435262,1.0,7929856,7929856,0.0,70,1402084.7662004754,"('C', 0.1, 64, 4.0)",results_all/eval/case_039_p3_n1.json,8.9,5.7
case_039,3,2,1435262,704707,733843,2.0367,9805824,5914624,0.4347953216374269,70,737538.2136128469,p2_plan,results_all/eval/case_039_p3_n2.json,7.2,11.0
case_039,3,3,1435262,492877,492877,2.912,11890688,2600960,0.18181818181818182,862,498149.72318621847,p2_plan,results_all/eval/case_039_p3_n3.json,9.1,5.0
case_039,3,4,1435262,358874,358874,3.9993,16031744,987136,0.42809959349593496,958,364066.4930997858,"('C', 0.25, 16, 8.0, None, 'mc')",results_all/eval/case_039_p3_n4.json,8.9,4.8
case_039,3,5,1435262,309654,309654,4.6351,17870848,401408,0.4519710013593113,1018,294437.1907962403,"('C', 0.25, 16, 8.0, None, 'mc')",results_all/eval/case_039_p3_n5.json,9.3,5.4
case_040,1,1,253454,253454,253454,1.0,0,0,,1,229967.63333333333,"('A', 1.0, 16, 2.0)",results/single/case_040_single.json,5.0,0.0
case_040,1,2,253454,133150,133150,1.9035,53760,0,,2,120816.63333333335,"('A', 1.0, 16, 2.0)",results_all/eval/case_040_p1_n2.json,4.6,5.5
case_040,1,3,253454,110105,110105,2.3019,0,0,,3,110051.76666666668,"('A', inf, 16, 0.0)",results_all/eval/case_040_p1_n3.json,5.1,5.5
case_040,1,4,253454,110105,119490,2.3019,0,0,,3,110051.76666666668,prev_n3,results_all/eval/case_040_p1_n4.json,5.8,8.6
case_040,1,5,253454,102215,102215,2.4796,4037492,0,,172,88170.50000000004,"('A', 0.25, 16, 1.0)",results_all/eval/case_040_p1_n5.json,5.6,3.4
case_040,2,1,253454,253502,253502,1.0,0,0,,14,229967.63333333333,"('B', 1.0, 64, 0.0)",results_all/eval/case_040_p2_n1.json,4.2,2.9
case_040,2,2,253454,133325,133325,1.901,53760,0,,26,120816.63333333335,"('B', 1.0, 64, 0.0)",results_all/eval/case_040_p2_n2.json,5.2,1.9
case_040,2,3,253454,91380,91380,2.7736,1319490,32774,,584,87330.25262306962,"('B', 0.1, 64, 8.0)",results_all/eval/case_040_p2_n3.json,5.7,2.4
case_040,2,4,253454,77103,77103,3.2872,1897234,0,,673,69380.73333333335,"('B', 0.1, 64, 2.0)",results_all/eval/case_040_p2_n4.json,5.5,2.2
case_040,2,5,253454,71025,71025,3.5685,1663440,0,,743,58332.83333333333,"('B', 0.1, 64, 2.0)",results_all/eval/case_040_p2_n5.json,11.5,3.6
case_040,3,1,253454,253502,253502,1.0,0,0,0.0,14,229967.63333333333,"('C', 1.0, 64, 0.0)",results_all/eval/case_040_p3_n1.json,8.2,1.7
case_040,3,2,253454,133169,133169,1.9033,53760,0,0.05571365502718321,26,120816.63333333335,"('C', 1.0, 64, 0.0)",results_all/eval/case_040_p3_n2.json,9.0,1.9
case_040,3,3,253454,90558,102710,2.7988,1319490,32774,0.15356896502169975,584,87330.25262306962,p2_plan,results_all/eval/case_040_p3_n3.json,8.0,4.4
case_040,3,4,253454,76188,76188,3.3267,1897234,0,0.2283402892361448,673,69380.73333333335,p2_plan,results_all/eval/case_040_p3_n4.json,9.5,1.9
case_040,3,5,253454,64752,64752,3.9142,1898744,0,0.3063456590390794,719,55688.97733333336,"('C', 0.1, 64, 2.0)",results_all/eval/case_040_p3_n5.json,9.5,2.7
case_041,1,1,6003957,5950668,5950668,1.0,30001152,4574208,,16,5919857.980483206,"('A', 0.25, 16, 2.0, 16)",results_all/eval/case_041_p1_n1.json,23.9,18.8
case_041,1,2,6003957,2960519,2960519,2.028,39472128,248832,,32,2964465.559293373,"('A', 0.25, 16, 2.0, 16)",results_all/eval/case_041_p1_n2.json,23.9,24.0
case_041,1,3,6003957,1979707,1979707,3.0328,45348864,0,,51,1984383.7666666668,"('A', 0.25, 16, 2.0, 16, 'mc')",results_all/eval/case_041_p1_n3.json,26.3,23.7
case_041,1,4,6003957,1495301,1495301,4.0152,44405760,147456,,32,1493494.4042160902,"('A', inf, 16, 0.0, 8)",results_all/eval/case_041_p1_n4.json,29.4,39.0
case_041,1,5,6003957,1198917,1198917,5.0078,46433280,0,,40,1197943.4666666666,"('A', inf, 16, 0.0, 8)",results_all/eval/case_041_p1_n5.json,29.1,36.6
case_041,2,1,6003957,5989320,5989320,1.0,24385536,24385536,,41,5942945.144119436,"('B', 0.1, 16, 8.0)",results_all/eval/case_041_p2_n1.json,21.3,27.1
case_041,2,2,6003957,2990540,2990540,2.0076,25383936,21184512,,90,3027416.7813976966,"('B', 0.1, 16, 8.0)",results_all/eval/case_041_p2_n2.json,19.0,17.6
case_041,2,3,6003957,2003159,2003159,2.9972,24751104,17280000,,148,2059059.3111492472,"('B', 0.1, 16, 8.0, None, 'mc')",results_all/eval/case_041_p2_n3.json,21.3,17.3
case_041,2,4,6003957,1516820,1516820,3.9583,24038400,14244864,,239,1578721.9649003225,"('B', 0.1, 16, 8.0)",results_all/eval/case_041_p2_n4.json,20.6,14.8
case_041,2,5,6003957,1214728,1214728,4.9426,24036352,11959296,,284,1291511.5361231675,"('B', 0.1, 16, 8.0, None, 'mc')",results_all/eval/case_041_p2_n5.json,22.1,16.4
case_041,3,1,6003957,5986974,5986974,1.0,24385536,24385536,0.17143156351450414,41,5942945.144119436,"('C', 0.1, 64, 4.0)",results_all/eval/case_041_p3_n1.json,24.9,25.7
case_041,3,2,6003957,2990482,2990482,2.0077,25725952,21989376,0.30136345408367865,99,3026249.041418768,"('C', 0.25, 16, 8.0, None, 'mc')",results_all/eval/case_041_p3_n2.json,22.3,19.1
case_041,3,3,6003957,2001913,2001913,2.9991,25230336,18226176,0.39692088091353994,148,2055215.493623707,"('C', 0.25, 16, 8.0, None, 'mc')",results_all/eval/case_041_p3_n3.json,24.9,17.6
case_041,3,4,6003957,1506308,1506308,3.9859,26763264,15830016,0.4366935092655477,252,1574997.093651903,"('C', 0.25, 16, 8.0, None, 'mc')",results_all/eval/case_041_p3_n4.json,22.2,16.5
case_041,3,5,6003957,1211630,1216282,4.9553,24036352,11959296,0.4417699115044248,284,1291511.5361231675,p2_plan,results_all/eval/case_041_p3_n5.json,22.9,32.4
case_042,1,1,1686740,1656342,1656342,1.0,8982528,380928,,8,1613572.5808575293,"('A', 0.1, 16, 2.0, 8)",results_all/eval/case_042_p1_n1.json,6.5,4.3
case_042,1,2,1686740,835685,835685,2.0184,11268384,0,,16,813429.2333333334,"('A', 0.1, 16, 2.0, 8)",results_all/eval/case_042_p1_n2.json,6.9,6.2
case_042,1,3,1686740,561503,561503,3.004,10998336,135168,,12,548774.0146533595,"('A', 0.1, 16, 2.0, 4)",results_all/eval/case_042_p1_n3.json,8.6,7.4
case_042,1,4,1686740,421727,421727,3.9996,11773796,0,,16,417749.50000000006,"('A', 0.1, 16, 2.0, 4)",results_all/eval/case_042_p1_n4.json,7.8,6.5
case_042,1,5,1686740,340313,340313,4.9564,12521028,0,,20,337328.8666666691,"('A', 0.1, 16, 2.0, 4)",results_all/eval/case_042_p1_n5.json,8.0,7.0
case_042,2,1,1686740,1686740,1686740,1.0,6629376,6629376,,1,1618503.2086246894,single,results_all/eval/case_042_p2_n1.json,7.0,3.7
case_042,2,2,1686740,872594,872594,1.933,6307840,4472832,,95,823155.2202335509,"('B', 0.1, 16, 8.0, None, 'mc')",results_all/eval/case_042_p2_n2.json,6.0,4.3
case_042,2,3,1686740,563582,563582,2.9929,6249024,3065856,,85,562528.580259479,"('B', 1.0, 16, 4.0)",results_all/eval/case_042_p2_n3.json,6.1,3.5
case_042,2,4,1686740,438079,438079,3.8503,6027840,2230272,,87,431411.411777634,"('B', 0.25, 64, 8.0)",results_all/eval/case_042_p2_n4.json,6.3,3.5
case_042,2,5,1686740,349293,349293,4.829,5872928,1802240,,116,352152.6860889711,"('B', 0.1, 16, 8.0)",results_all/eval/case_042_p2_n5.json,6.5,3.5
case_042,3,1,1686740,1675633,1675633,1.0,6629376,6629376,0.3186917583766532,1,1618503.2086246894,single,results_all/eval/case_042_p3_n1.json,7.3,4.0
case_042,3,2,1686740,868240,876541,1.9427,6307840,4472832,0.2834494960922576,95,823155.2202335509,p2_plan,results_all/eval/case_042_p3_n2.json,6.1,8.2
case_042,3,3,1686740,563134,570132,2.9953,6249024,3065856,0.44767668661740284,85,562528.580259479,p2_plan,results_all/eval/case_042_p3_n3.json,6.8,6.9
case_042,3,4,1686740,435291,435291,3.875,7179840,2537472,0.5372722974943923,87,425910.2237686499,"('C', 0.25, 16, 8.0)",results_all/eval/case_042_p3_n4.json,6.8,3.4
case_042,3,5,1686740,349022,352704,4.8328,5872928,1802240,0.4443644177863839,116,352152.6860889711,p2_plan,results_all/eval/case_042_p3_n5.json,6.8,7.3
case_043,1,1,677656,677656,677656,1.0,49160,49160,,1,677027.53040635,single,results/single/case_043_single.json,20.2,0.0
case_043,1,2,677656,341984,341984,1.9815,506880,0,,2,343862.4,"('A', 1.0, 16, 2.0)",results_all/eval/case_043_p1_n2.json,20.7,60.0
case_043,1,3,677656,268776,268776,2.5213,1306624,16384,,8,268415.18202366045,"('A', inf, 16, 0.0, 8)",results_all/eval/case_043_p1_n3.json,16.1,44.5
case_043,1,4,677656,258105,258105,2.6255,9775566,0,,302,231180.3333333333,"('A', 0.25, 16, 1.0)",results_all/eval/case_043_p1_n4.json,19.0,12.4
case_043,1,5,677656,232448,232448,2.9153,10089974,0,,375,200291.10000000018,"('A', 0.25, 16, 2.0, None, 'blc')",results_all/eval/case_043_p1_n5.json,18.8,14.7
case_043,2,1,677656,677656,677656,1.0,49160,49160,,1,677027.53040635,single,results_all/eval/case_043_p2_n1.json,12.8,4.8
